EmpID,BiasInfluentialFactor,FitmentPercent
14013,DegreeBranch,4.13
6898,NA,0.05
15838,DegreeBranch,22.94
5157,DegreeBranch,9.61
20771,Gender,17.65
13249,HighestDegree,37.68
8058,YearsOfExperince,29.22
8360,NA,0.05
8756,CurrentCompanyType,4.39
21407,MartialStatus,46.47
6273,NA,0.05
16938,Gender,19.02
2026,DegreeBranch,19.26
12276,CurrentCompanyType,0.05
10576,DegreeBranch,17.79
14108,Gender,24.5
18227,YearsOfExperince,19.06
13007,DegreeBranch,19.48
8774,YearsOfExperince,25.25
15170,DegreeBranch,21.88
11319,Gender,16.59
16453,NA,0.04
5599,CurrentCompanyType,0.05
5295,NA,0.05
12453,DegreeBranch,20.22
12949,DegreeBranch,20.89
20354,Ethinicity,166.36
7924,Gender,15.69
3651,Gender,8.12
17457,CurrentCompanyType,2.62
5015,CurrentCompanyType,0.05
8407,DegreeBranch,16.63
18105,DegreeBranch,22.12
21901,Gender,10.77
13203,NA,0.06
10063,Gender,21.34
16904,Gender,10.33
21494,DegreeBranch,22.32
15268,Gender,20.32
9430,DegreeBranch,18.24
3109,DegreeBranch,5.58
19667,Gender,20.04
7753,Gender,0.05
2958,YearsOfExperince,20.58
15525,Gender,21.73
11884,HighestDegree,41.42
3978,NA,0.06
7110,NA,0.04
14118,NA,0.06
2321,Gender,18.41
18823,NA,0.06
10593,DegreeBranch,27.21
13768,NA,0.05
8172,DegreeBranch,19.87
2077,EmpScore,31.12
2442,DegreeBranch,18.09
8203,Gender,21.62
8009,YearsOfExperince,25.93
11284,DegreeBranch,18.11
5504,Gender,0.97
18634,DegreeBranch,0.33
10985,DegreeBranch,16.06
10311,Gender,7.9
11860,DegreeBranch,12.87
16069,NA,0.05
3235,NA,0.04
17901,NA,0.06
24315,NA,0.06
19623,NA,0.05
4056,NA,0.05
14107,EmpScore,29.83
19859,YearsOfExperince,18.19
19001,CurrentCompanyType,2.88
19983,NA,0.05
5999,NA,0.05
8402,Gender,12.93
22807,NA,0.05
17833,CurrentCompanyType,0.58
5013,NA,0.05
20052,Gender,12.44
12188,NA,0.05
10363,YearsOfExperince,8.41
24052,YearsOfExperince,27.71
17273,Gender,15.48
22651,NA,0.06
6726,NA,0.04
16473,DegreeBranch,20.66
15222,Gender,16.83
4265,EmpScore,30.98
7850,DegreeBranch,17.89
21134,CurrentCompanyType,0.06
13300,NA,0.05
4628,DegreeBranch,22.35
7412,Gender,22.92
17728,Gender,16.41
18725,YearsOfExperince,36.14
19217,EmpScore,32.2
6170,Gender,5.94
19257,Gender,23.75
4980,NA,0.06
9052,DegreeBranch,19.66
15550,DegreeBranch,0.62
4492,Ethinicity,163.47
12326,YearsOfExperince,35.1
9675,DegreeBranch,19.53
22811,YearsOfExperince,23.73
14194,NA,0.06
11520,DegreeBranch,20.05
10755,YearsOfExperince,35.55
8369,DegreeBranch,14.94
12766,YearsOfExperince,29.64
7785,NA,0.05
7428,NA,0.05
11606,NA,0.05
22155,YearsOfExperince,20.76
18386,Gender,0.04
17554,Gender,10.62
12745,EmpScore,38.28
8673,Gender,1.89
10774,DegreeBranch,16.99
18016,CurrentCompanyType,0.06
10509,CurrentCompanyType,1.55
8923,DegreeBranch,17.54
4537,Gender,19.34
14132,CurrentCompanyType,0.06
5809,NA,0.05
23567,NA,0.05
11330,NA,0.06
14518,Gender,9.29
10929,HighestDegree,44.56
15145,NA,0.05
22372,YearsOfExperince,15.97
13673,NA,0.05
9062,EmpScore,32.93
23282,CurrentCompanyType,0.06
3718,Gender,0.04
20711,DegreeBranch,16.79
20766,Gender,0.05
5534,NA,0.06
5053,NA,0.06
7530,NA,0.06
15952,NA,0.06
22196,NA,0.06
24379,NA,0.05
21184,DegreeBranch,24.23
20632,NA,0.06
15166,DegreeBranch,17.09
20686,Gender,14.31
16530,YearsOfExperince,12.29
13227,EmpScore,34.28
13649,NA,0.05
2233,NA,0.05
16100,DegreeBranch,20.34
2236,DegreeBranch,24.02
21657,YearsOfExperince,12.16
16992,Gender,19.95
12752,NA,0.06
16034,Gender,9.5
14640,NA,0.05
19315,CurrentCompanyType,1.85
14835,DegreeBranch,23.48
17164,Ethinicity,162.81
8821,NA,0.06
8100,Gender,23.8
21353,Gender,14.09
19310,Gender,22.12
23984,DegreeBranch,19.45
5145,NA,0.04
18781,NA,0.05
5154,NA,0.04
17658,Gender,6.47
2151,CurrentCompanyType,0.4
19685,YearsOfExperince,28.92
13992,DegreeBranch,18.95
11231,CurrentCompanyType,0.35
22262,Gender,12.5
18790,YearsOfExperince,0.05
12285,Gender,0.05
6584,DegreeBranch,15.34
22391,NA,0.05
11309,NA,0.05
18602,NA,0.06
20449,YearsOfExperince,26.92
18402,DegreeBranch,0.51
17302,YearsOfExperince,21.55
22628,Gender,20.58
6435,DegreeBranch,30.83
3293,HighestDegree,32.84
10515,YearsOfExperince,30.84
2289,NA,0.06
9846,NA,0.05
14182,Gender,24.58
5563,HighestDegree,37.0
12324,Gender,0.05
12370,NA,0.04
12593,Gender,14.17
23192,MartialStatus,50.13
19616,DegreeBranch,20.55
6354,NA,0.06
7231,Gender,15.14
11787,NA,0.06
14580,YearsOfExperince,23.45
13498,YearsOfExperince,17.55
8815,NA,0.06
6389,DegreeBranch,26.69
4573,DegreeBranch,18.19
23076,DegreeBranch,16.72
17603,Gender,8.67
20009,NA,0.04
9012,NA,0.05
10729,Gender,0.05
12390,NA,0.05
23235,YearsOfExperince,17.79
19920,Gender,4.98
15263,Gender,12.29
18719,Gender,19.26
12540,NA,0.06
17194,DegreeBranch,20.44
10568,Gender,12.59
14109,Gender,0.05
2439,DegreeBranch,14.56
19838,NA,0.05
24179,YearsOfExperince,15.99
3350,DegreeBranch,0.05
12420,Gender,17.3
14651,YearsOfExperince,13.77
3923,YearsOfExperince,7.7
11345,CurrentCompanyType,0.06
12375,YearsOfExperince,19.89
15915,NA,0.05
5219,Gender,16.03
10723,EmpScore,35.56
8514,Gender,22.71
14472,DegreeBranch,16.18
11267,NA,0.05
20122,NA,0.04
5590,EmpScore,37.55
23955,YearsOfExperince,35.29
20018,Gender,12.4
18324,Gender,23.91
4864,Gender,11.42
2285,YearsOfExperince,15.49
6543,YearsOfExperince,28.68
10824,DegreeBranch,19.11
12242,NA,0.05
11435,NA,0.05
12158,DegreeBranch,18.74
22367,Gender,27.36
9819,YearsOfExperince,37.17
8862,Gender,23.55
11639,YearsOfExperince,19.85
6155,NA,0.05
9336,NA,0.05
18185,Gender,4.17
10400,DegreeBranch,19.75
6113,DegreeBranch,22.66
11971,NA,0.05
15894,Gender,24.36
6824,DegreeBranch,20.73
18284,YearsOfExperince,0.58
14237,MartialStatus,49.74
18894,DegreeBranch,29.01
17849,NA,0.06
11149,DegreeBranch,0.76
6551,MartialStatus,44.53
5967,Gender,19.15
13813,DegreeBranch,22.51
9970,DegreeBranch,19.27
4760,NA,0.06
9629,Gender,6.65
19186,DegreeBranch,27.12
2309,CurrentCompanyType,3.93
14595,NA,0.05
23533,Gender,0.05
22697,Gender,13.59
20713,Gender,25.53
10902,DegreeBranch,19.25
22201,MartialStatus,48.42
11817,Gender,15.7
10832,Gender,26.81
3772,Gender,22.42
4234,NA,0.05
4952,EmpScore,27.04
17214,DegreeBranch,16.0
20092,Gender,21.73
2189,MartialStatus,47.64
21946,YearsOfExperince,28.76
8273,YearsOfExperince,30.11
17620,EmpScore,34.17
2683,Gender,23.21
23694,YearsOfExperince,17.5
19210,DegreeBranch,19.65
4318,Gender,16.67
20128,DegreeBranch,16.92
17241,DegreeBranch,16.34
8157,Gender,27.63
5915,YearsOfExperince,25.3
22024,YearsOfExperince,20.65
18656,Gender,18.08
21705,Gender,11.43
7927,YearsOfExperince,28.51
5952,NA,0.05
15441,LatestDegreeCGPA,0.04
7768,YearsOfExperince,16.46
17671,NA,0.05
6561,NA,0.05
4895,NA,0.04
7078,DegreeBranch,17.17
7262,HighestDegree,40.07
5835,YearsOfExperince,32.93
12954,CurrentCompanyType,1.32
19716,HighestDegree,43.46
22353,YearsOfExperince,24.26
7354,YearsOfExperince,20.66
2474,Gender,0.05
6050,Gender,17.11
16516,DegreeBranch,21.99
21129,Gender,0.06
3664,HighestDegree,22.48
8997,NA,0.05
13691,Gender,0.04
18200,HighestDegree,39.66
9681,NA,0.05
14197,HighestDegree,31.37
20575,DegreeBranch,7.81
3513,DegreeBranch,18.94
9334,DegreeBranch,20.42
15293,Gender,9.91
18189,HighestDegree,34.8
18256,DegreeBranch,21.12
24154,EmpScore,30.52
14245,EmpScore,35.8
20367,HighestDegree,44.02
23466,EmpScore,28.37
3116,EmpScore,29.12
17568,Gender,11.25
22730,NA,0.06
15637,NA,0.05
4819,DegreeBranch,19.84
14531,NA,0.05
17920,NA,0.05
13373,Gender,5.22
20024,HighestDegree,34.82
12741,NA,0.05
14286,EmpScore,30.42
13446,Gender,8.44
19905,NA,0.06
4813,NA,0.05
7334,Gender,10.15
10608,Gender,4.69
8798,NA,0.04
11837,Gender,23.48
20075,CurrentCompanyType,0.05
15851,YearsOfExperince,37.83
4317,MartialStatus,47.95
2234,NA,0.04
2027,NA,0.05
2371,DegreeBranch,0.11
4403,Gender,19.43
12890,DegreeBranch,0.99
14160,Gender,13.18
2947,DegreeBranch,21.16
23971,Gender,14.95
2677,HighestDegree,45.82
2047,DegreeBranch,22.5
2917,DegreeBranch,19.51
5627,YearsOfExperince,24.28
14167,YearsOfExperince,23.36
21346,DegreeBranch,20.55
21351,Gender,1.8
24076,EmpScore,32.9
12327,EmpScore,31.65
3845,DegreeBranch,17.27
2495,DegreeBranch,22.31
4060,NA,0.05
10323,NA,0.05
24319,DegreeBranch,21.76
12831,YearsOfExperince,23.18
4714,NA,0.05
11578,Gender,0.06
10585,DegreeBranch,15.36
7053,DegreeBranch,0.05
7127,DegreeBranch,5.37
7849,Gender,2.46
5012,HighestDegree,38.74
6255,NA,0.06
8093,EmpScore,34.01
12883,Gender,0.05
2973,NA,0.05
4863,NA,0.06
15068,NA,0.06
19333,Gender,21.11
12959,DegreeBranch,4.32
8013,DegreeBranch,17.49
3090,Gender,3.81
24196,YearsOfExperince,36.33
11844,NA,0.04
24121,EmpScore,27.61
12264,NA,0.05
22768,DegreeBranch,19.23
15229,DegreeBranch,3.39
2855,NA,0.05
6774,Gender,12.11
14316,NA,0.06
20320,Gender,0.05
13339,CurrentCompanyType,0.91
22356,DegreeBranch,22.84
9162,NA,0.06
14101,YearsOfExperince,17.75
22792,Gender,19.83
3037,Gender,0.05
7600,YearsOfExperince,15.52
6250,NA,0.05
15375,MartialStatus,49.3
13244,DegreeBranch,1.74
10830,HighestDegree,46.86
12263,CurrentCompanyType,5.67
10448,CurrentCompanyType,5.77
9195,DegreeBranch,7.08
22389,Gender,0.05
19529,MartialStatus,49.56
10175,Gender,14.54
21677,YearsOfExperince,17.87
23240,YearsOfExperince,33.33
11794,Gender,0.04
14825,Gender,13.78
23041,NA,0.05
18457,CurrentCompanyType,0.05
16536,Gender,14.01
12728,HighestDegree,45.0
11623,NA,0.05
6013,HighestDegree,50.22
19886,CurrentCompanyType,0.05
3326,EmpScore,35.15
22193,DegreeBranch,18.74
3940,Gender,11.76
20846,NA,0.06
5757,Gender,22.62
8725,Gender,15.13
21001,NA,0.06
3543,DegreeBranch,2.36
20994,Gender,6.2
9961,YearsOfExperince,33.17
9015,NA,0.06
19888,EmpScore,32.86
11297,HighestDegree,37.33
18722,EmpScore,35.55
17786,YearsOfExperince,20.67
9543,Gender,11.3
12085,NA,0.05
15556,NA,0.04
9014,NA,0.05
10284,YearsOfExperince,16.41
12598,MartialStatus,51.97
10698,EmpScore,32.91
21223,DegreeBranch,18.81
9310,DegreeBranch,17.51
9230,DegreeBranch,9.79
13338,Gender,1.87
16149,MartialStatus,51.57
16813,Gender,13.9
3038,Gender,24.4
3158,Gender,23.64
22849,YearsOfExperince,15.84
16732,NA,0.05
19579,DegreeBranch,23.02
18917,NA,0.05
22229,NA,0.05
19116,MartialStatus,50.29
14984,NA,0.04
21140,NA,0.06
3305,CurrentCompanyType,0.31
12994,Gender,12.86
6125,LatestDegreeCGPA,0.05
18637,NA,0.05
22541,DegreeBranch,21.86
17912,DegreeBranch,20.27
11803,Gender,0.04
16355,EmpScore,32.23
4235,NA,0.05
18004,DegreeBranch,17.14
20056,HighestDegree,32.97
2023,NA,0.05
21734,EmpScore,38.52
9885,DegreeBranch,19.04
10483,DegreeBranch,29.62
16641,NA,0.05
21780,DegreeBranch,15.35
6136,DegreeBranch,19.02
12401,NA,0.05
17014,Gender,0.05
24087,NA,0.06
10133,DegreeBranch,12.1
6723,YearsOfExperince,31.42
8045,Gender,0.05
16542,YearsOfExperince,28.86
23321,DegreeBranch,2.55
13825,HighestDegree,35.01
15923,Gender,1.95
21526,CurrentCompanyType,0.05
11523,Gender,20.93
6381,DegreeBranch,3.25
9673,YearsOfExperince,32.6
18626,Gender,27.06
18653,EmpScore,33.92
23682,Gender,13.77
13630,YearsOfExperince,30.16
17039,Gender,5.88
22274,YearsOfExperince,18.27
2306,DegreeBranch,16.32
6653,DegreeBranch,18.62
19120,EmpScore,34.73
19554,MartialStatus,50.65
14270,Gender,7.94
18560,DegreeBranch,24.74
17438,HighestDegree,38.44
21362,NA,0.05
2129,NA,0.07
17348,DegreeBranch,19.91
4218,NA,0.05
2849,DegreeBranch,25.15
21933,DegreeBranch,18.13
15580,NA,0.05
20529,DegreeBranch,19.55
17691,NA,0.06
3981,EmpScore,34.08
14265,NA,0.06
3358,DegreeBranch,19.82
2800,EmpScore,28.91
7450,HighestDegree,40.61
18452,Gender,5.85
18591,NA,0.05
2799,DegreeBranch,1.11
15693,Gender,0.06
22366,Gender,0.06
11266,DegreeBranch,23.63
4701,Gender,0.21
4465,Gender,13.88
11969,Gender,23.29
21882,YearsOfExperince,32.81
21054,NA,0.05
4460,Gender,19.24
7407,YearsOfExperince,15.48
8030,DegreeBranch,1.43
11046,Gender,22.77
19729,Gender,0.51
5636,HighestDegree,37.5
6671,Ethinicity,163.71
16202,NA,0.05
7043,Gender,19.5
10942,DegreeBranch,21.76
14287,YearsOfExperince,28.45
15798,Gender,21.42
20043,YearsOfExperince,28.8
23193,NA,0.06
20853,CurrentCompanyType,2.44
8822,Gender,17.17
16889,HighestDegree,35.9
20928,DegreeBranch,22.2
20402,Gender,0.05
14144,NA,0.05
3688,DegreeBranch,19.43
23797,YearsOfExperince,26.8
16515,DegreeBranch,0.79
8662,NA,0.04
16388,DegreeBranch,21.32
18546,YearsOfExperince,7.74
11979,DegreeBranch,0.44
4834,NA,0.06
17427,NA,0.05
22803,YearsOfExperince,17.0
17952,MartialStatus,47.5
17885,HighestDegree,18.78
10017,NA,0.05
3278,NA,0.05
20904,Gender,16.2
12711,CurrentCompanyType,1.84
10686,NA,0.05
12917,EmpScore,30.82
4741,DegreeBranch,21.51
13839,Gender,9.09
21465,LatestDegreeCGPA,0.04
4590,NA,0.05
22724,NA,0.06
8854,NA,0.05
9435,MartialStatus,45.09
19503,NA,0.05
3230,EmpScore,34.57
8877,CurrentCompanyType,1.92
4246,DegreeBranch,13.0
16897,HighestDegree,35.15
7773,Gender,0.89
14075,DegreeBranch,19.2
4359,DegreeBranch,21.46
21289,DegreeBranch,21.76
18186,NA,0.05
3991,NA,0.04
22537,YearsOfExperince,28.02
2124,Gender,0.06
18692,NA,0.06
16570,NA,0.07
18239,NA,0.05
6771,Gender,14.48
23673,EmpScore,31.98
10742,Gender,21.46
21753,YearsOfExperince,21.53
19431,Gender,18.42
4224,Gender,17.0
12983,Gender,13.22
5454,Ethinicity,169.56
8722,DegreeBranch,21.82
12803,NA,0.05
12536,YearsOfExperince,32.97
16422,Gender,18.65
15645,Gender,0.06
3013,NA,0.05
11044,NA,0.06
9410,Gender,0.63
9813,Gender,22.97
10165,MartialStatus,46.41
7505,YearsOfExperince,29.52
17149,DegreeBranch,21.62
15413,YearsOfExperince,40.08
23114,NA,0.05
14176,DegreeBranch,11.76
21823,DegreeBranch,5.14
10343,DegreeBranch,21.57
5560,HighestDegree,26.29
6270,NA,0.06
7671,Gender,21.97
7005,DegreeBranch,16.71
19009,NA,0.06
3626,DegreeBranch,18.61
17003,NA,0.05
2057,NA,0.06
13919,Gender,7.56
24077,YearsOfExperince,27.52
9766,YearsOfExperince,27.49
15453,EmpScore,33.97
23010,Gender,15.82
14090,Gender,12.35
4809,DegreeBranch,20.44
13269,NA,0.05
4752,NA,0.05
20417,NA,0.06
13672,NA,0.05
23805,Gender,0.04
18173,NA,0.05
22094,Gender,0.19
22250,NA,0.05
16288,Gender,13.39
19045,EmpScore,33.96
16522,DegreeBranch,23.39
4116,HighestDegree,36.22
6539,YearsOfExperince,21.9
3379,Gender,6.3
5059,YearsOfExperince,27.03
8860,NA,0.05
21208,Gender,25.49
8853,NA,0.05
3810,NA,0.05
14288,HighestDegree,48.64
16412,CurrentCompanyType,0.06
12951,HighestDegree,33.61
10350,DegreeBranch,16.85
12901,Gender,24.36
5620,NA,0.05
4915,NA,0.06
12290,DegreeBranch,20.12
2302,DegreeBranch,4.68
18065,YearsOfExperince,19.77
11855,DegreeBranch,18.59
3827,DegreeBranch,24.6
6306,NA,0.05
23576,NA,0.05
12006,MartialStatus,48.9
10847,DegreeBranch,17.54
8140,Gender,15.44
13901,Gender,15.86
5783,DegreeBranch,24.71
21014,Gender,14.67
22644,Gender,2.18
5984,CurrentCompanyType,0.06
23877,NA,0.05
2840,Gender,2.61
10192,DegreeBranch,15.63
23914,MartialStatus,44.26
22524,Gender,0.56
2771,HighestDegree,39.48
17692,NA,0.05
10650,Gender,14.33
9755,DegreeBranch,22.18
13389,DegreeBranch,17.19
22119,DegreeBranch,18.4
7542,EmpScore,34.61
10044,NA,0.06
6855,DegreeBranch,18.49
23779,Gender,1.68
13008,Gender,0.06
21120,Gender,22.84
11242,NA,0.06
13650,DegreeBranch,5.3
8267,NA,0.04
21477,DegreeBranch,20.84
16264,CurrentCompanyType,0.06
19594,EmpScore,33.97
22269,YearsOfExperince,20.77
13198,YearsOfExperince,34.74
24168,Gender,0.06
20014,NA,0.05
15728,NA,0.04
14544,YearsOfExperince,21.51
22947,Gender,14.47
19954,EmpScore,33.75
2152,DegreeBranch,20.41
21219,YearsOfExperince,31.11
8971,Gender,18.23
20877,NA,0.05
8269,Gender,0.3
15270,DegreeBranch,21.24
23418,NA,0.05
5493,Gender,14.13
21338,Gender,8.85
5445,DegreeBranch,16.83
5459,Gender,21.76
20868,Gender,0.05
8867,EmpScore,31.19
16546,NA,0.06
15083,Gender,24.0
12805,DegreeBranch,14.69
5617,Gender,18.85
16201,NA,0.05
13821,DegreeBranch,0.48
16102,DegreeBranch,18.28
8084,Gender,13.91
18524,NA,0.05
15480,DegreeBranch,19.84
15180,YearsOfExperince,27.64
17962,HighestDegree,34.9
18642,HighestDegree,49.41
4781,NA,0.05
22319,NA,0.05
23603,Gender,24.59
18750,EmpScore,38.68
8473,NA,0.06
22695,MartialStatus,45.4
19831,NA,0.05
6237,NA,0.04
18730,DegreeBranch,19.42
22181,NA,0.06
21731,EmpScore,37.4
8060,YearsOfExperince,8.87
19420,Gender,9.33
17824,YearsOfExperince,16.33
7161,DegreeBranch,19.03
7844,HighestDegree,38.22
21645,YearsOfExperince,18.87
20063,Gender,14.92
23402,NA,0.04
5700,Gender,13.75
19467,EmpScore,33.24
18261,DegreeBranch,19.93
19472,DegreeBranch,18.48
8964,NA,0.05
23851,Gender,12.02
20502,CurrentCompanyType,0.07
9710,DegreeBranch,18.4
22375,CurrentCompanyType,0.05
5593,NA,0.05
7525,HighestDegree,43.67
12353,NA,0.05
13150,HighestDegree,47.7
7446,YearsOfExperince,25.39
16239,NA,0.05
3429,NA,0.06
22252,DegreeBranch,15.42
5529,Gender,12.45
8650,DegreeBranch,22.68
10382,DegreeBranch,18.63
16109,NA,0.05
22239,DegreeBranch,22.94
13918,EmpScore,30.39
7346,EmpScore,38.05
22164,NA,0.05
10995,YearsOfExperince,31.44
20331,NA,0.06
17053,YearsOfExperince,30.7
3468,YearsOfExperince,9.56
4307,DegreeBranch,16.59
16145,YearsOfExperince,36.23
15039,NA,0.06
11679,Gender,13.26
21688,Gender,0.05
19479,Gender,17.66
11847,DegreeBranch,17.06
9676,CurrentCompanyType,0.12
2322,DegreeBranch,14.88
23970,Gender,12.52
4324,Gender,5.23
17061,EmpScore,26.78
19929,NA,0.05
23855,HighestDegree,42.75
11899,NA,0.05
12012,Gender,0.1
8710,NA,0.06
11626,NA,0.05
17583,Gender,22.65
7620,NA,0.05
15853,EmpScore,32.62
23092,DegreeBranch,14.57
6768,DegreeBranch,19.55
13185,Gender,14.89
14150,NA,0.05
11321,MartialStatus,44.78
15837,DegreeBranch,2.77
18501,DegreeBranch,17.77
2075,MartialStatus,49.93
21211,NA,0.05
5868,HighestDegree,49.11
16497,NA,0.06
10271,NA,0.04
7689,DegreeBranch,17.91
23810,DegreeBranch,16.57
23839,NA,0.06
9047,DegreeBranch,17.57
22868,DegreeBranch,21.57
9901,EmpScore,36.69
2718,DegreeBranch,18.3
11625,DegreeBranch,14.74
19970,NA,0.05
9436,DegreeBranch,18.59
18580,EmpScore,30.05
18455,Gender,18.75
18529,HighestDegree,43.88
3243,YearsOfExperince,24.67
11507,NA,0.05
12893,YearsOfExperince,28.59
16632,NA,0.05
16977,Gender,0.05
5350,DegreeBranch,19.7
12057,Gender,0.05
3622,NA,0.05
7645,NA,0.05
20356,Gender,15.87
5630,EmpScore,37.13
8773,NA,0.05
13875,YearsOfExperince,19.64
19950,NA,0.07
6366,DegreeBranch,21.66
20469,NA,0.05
15675,YearsOfExperince,24.81
15242,NA,0.05
5748,Gender,11.03
9402,NA,0.05
10272,DegreeBranch,18.43
11346,NA,0.05
19240,DegreeBranch,26.49
14018,NA,0.06
13747,Gender,9.11
16274,NA,0.05
21372,Gender,20.69
13794,NA,0.04
7048,Gender,0.05
22654,NA,0.05
7474,YearsOfExperince,28.56
7499,NA,0.05
11565,NA,0.05
9516,NA,0.06
13494,Gender,20.7
17062,YearsOfExperince,19.71
8274,CurrentCompanyType,0.06
23159,EmpScore,34.01
10027,DegreeBranch,25.41
18698,NA,0.04
7092,NA,0.05
2195,EmpScore,24.97
23116,CurrentCompanyType,0.29
17713,NA,0.05
10137,Gender,16.44
13010,Gender,23.5
5036,Gender,16.15
7173,DegreeBranch,16.26
17748,EmpScore,33.62
10218,NA,0.07
23584,CurrentCompanyType,3.0
4580,DegreeBranch,23.52
10840,YearsOfExperince,33.26
16613,NA,0.04
8686,NA,0.06
16347,CurrentCompanyType,0.05
17001,NA,0.06
16046,DegreeBranch,20.09
8194,Gender,0.04
13100,DegreeBranch,26.41
13596,DegreeBranch,18.43
13239,NA,0.05
17451,NA,0.05
9859,DegreeBranch,3.25
16136,Gender,19.19
15877,YearsOfExperince,27.18
16520,YearsOfExperince,22.4
24257,NA,0.05
8147,Gender,8.27
3865,HighestDegree,41.58
7239,NA,0.04
19099,Gender,0.05
9818,EmpScore,35.85
17434,Gender,17.7
19056,DegreeBranch,18.32
9427,YearsOfExperince,13.46
5249,DegreeBranch,17.66
7837,DegreeBranch,16.61
23421,NA,0.05
5049,Gender,0.06
21392,YearsOfExperince,32.4
3366,DegreeBranch,16.92
7363,NA,0.05
10998,NA,0.06
18805,EmpScore,34.08
3568,DegreeBranch,2.66
13404,Gender,0.05
2388,NA,0.05
20585,NA,0.06
10288,Gender,10.76
11146,NA,0.05
7755,MartialStatus,49.57
15236,DegreeBranch,18.99
3222,NA,0.05
11561,NA,0.05
3307,Gender,0.06
12439,DegreeBranch,20.15
10012,DegreeBranch,20.13
19765,Gender,0.05
18379,CurrentCompanyType,0.06
11259,Gender,15.33
24362,HighestDegree,39.25
9486,YearsOfExperince,18.82
9239,Gender,11.79
15026,HighestDegree,36.88
7309,DegreeBranch,17.0
11248,HighestDegree,33.85
13772,NA,0.04
18087,NA,0.06
6706,DegreeBranch,25.79
6466,YearsOfExperince,27.72
3899,NA,0.05
6214,DegreeBranch,17.32
16314,YearsOfExperince,31.13
2205,EmpScore,37.04
16828,NA,0.06
15272,DegreeBranch,0.05
19985,NA,0.05
2623,CurrentCompanyType,4.95
17507,Gender,13.57
5646,EmpScore,33.13
15730,DegreeBranch,17.68
5980,DegreeBranch,20.37
14782,Gender,15.26
20218,YearsOfExperince,26.0
22307,NA,0.05
23382,YearsOfExperince,25.07
7588,HighestDegree,22.71
8651,NA,0.06
9204,NA,0.05
22899,DegreeBranch,17.06
13521,NA,0.06
7889,YearsOfExperince,19.94
6617,DegreeBranch,20.2
23128,Gender,25.3
5220,DegreeBranch,27.86
12816,CurrentCompanyType,0.06
2087,NA,0.06
12886,NA,0.05
19020,MartialStatus,48.85
22703,CurrentCompanyType,0.13
21126,YearsOfExperince,32.38
6643,CurrentCompanyType,4.63
21092,Gender,9.65
10289,YearsOfExperince,25.43
5555,DegreeBranch,18.74
22930,CurrentCompanyType,0.06
11076,DegreeBranch,0.65
16101,DegreeBranch,16.11
12441,YearsOfExperince,25.95
14596,NA,0.06
18935,NA,0.06
15475,DegreeBranch,20.66
22398,DegreeBranch,29.15
4293,YearsOfExperince,22.97
16870,YearsOfExperince,32.93
10702,Gender,14.88
20286,NA,0.06
5456,Gender,0.06
9378,DegreeBranch,23.36
18846,DegreeBranch,1.38
13237,Gender,17.0
5595,Gender,23.14
24042,HighestDegree,48.77
22885,Gender,15.68
11019,NA,0.05
4024,DegreeBranch,22.0
2283,NA,0.05
13323,NA,0.05
16290,YearsOfExperince,25.63
19602,EmpScore,32.94
22154,NA,0.05
7575,EmpScore,33.65
7278,HighestDegree,34.95
2346,NA,0.04
17122,NA,0.06
18382,NA,0.04
16129,NA,0.05
12357,NA,0.05
14214,NA,0.05
13095,DegreeBranch,5.96
4832,Gender,22.47
14308,Gender,0.14
17772,DegreeBranch,23.2
18188,YearsOfExperince,31.12
2857,NA,0.05
10956,Gender,2.02
5070,Gender,18.52
15848,Gender,14.52
10715,DegreeBranch,20.84
16025,DegreeBranch,22.46
23554,NA,0.05
22534,NA,0.05
23198,NA,0.05
10660,NA,0.05
3538,Gender,23.28
12211,DegreeBranch,13.76
21491,NA,0.06
12444,NA,0.05
17644,CurrentCompanyType,4.41
12926,NA,0.05
6632,NA,0.06
10126,NA,0.05
5540,DegreeBranch,18.52
12384,DegreeBranch,31.49
5876,NA,0.05
20622,Gender,9.94
22368,Gender,10.75
13462,NA,0.05
22061,NA,0.05
15705,DegreeBranch,14.97
22097,EmpScore,35.71
12958,DegreeBranch,23.5
4851,DegreeBranch,18.12
7883,Gender,0.05
5756,MartialStatus,46.4
17721,EmpScore,35.85
16907,NA,0.06
19456,Gender,17.14
22092,DegreeBranch,22.05
13297,NA,0.05
21212,NA,0.04
7873,DegreeBranch,23.88
13873,DegreeBranch,28.28
8780,DegreeBranch,21.84
10598,Gender,24.29
24280,DegreeBranch,20.32
6991,NA,0.06
2305,LatestDegreeCGPA,0.04
5158,NA,0.05
18278,NA,0.05
5040,DegreeBranch,27.01
20907,Gender,6.21
17492,YearsOfExperince,19.07
3774,YearsOfExperince,16.94
12502,NA,0.05
8556,NA,0.05
5508,EmpScore,33.94
15208,NA,0.05
15141,Gender,21.07
19509,DegreeBranch,15.34
22949,DegreeBranch,15.56
12971,NA,0.04
23037,Gender,13.25
12414,Gender,4.07
9642,Gender,14.07
8308,DegreeBranch,15.38
2579,NA,0.05
11645,NA,0.06
18867,DegreeBranch,16.81
19957,Gender,6.87
23881,YearsOfExperince,17.94
9638,NA,0.05
3856,EmpScore,32.02
3925,Gender,19.54
3779,YearsOfExperince,40.26
16363,DegreeBranch,21.75
15163,DegreeBranch,24.08
22477,CurrentCompanyType,0.06
16226,Gender,23.69
